1. 과일원료 DB,,,,,,,,,,
과일군명,원료명,가공방법,당도,pH,단가,비중,산도,원산지,색상,공급중량
열대과일(Tropical) , 망고스틴 냉동농축액 (저펄프),냉동농축액,63.3,3.9,8350,1.244,1.55,태국,연금색,200
인과류(Pome) , 사과 NFC (산지혼합),NFC,13,3.29,3140,1.025,0.43,칠레,연노랑,220
열대과일(Tropical) , 파파야 NFC (일반),NFC,12.8,4.86,9740,1.031,0.3,브라질,피치,1200
베리류(Berries) , 라즈베리 냉동농축액 (프리미엄),냉동농축액,58.7,2.9,6250,1.229,2.01,칠레,딥레드,250
인과류(Pome) , 배 NFC (단일산지),NFC,15.4,3.92,6210,1.037,0.18,대한민국,담황,1000
열대과일(Tropical) , 리치 농축액 (유기농),농축액,62.2,4.13,9770,1.235,0.91,베트남,담황,900
인과류(Pome) , 배 NFC (무첨가),NFC,13.7,3.68,6210,1.037,0.21,미국,연노랑,240
베리류(Berries) , 유월귤(빌베리) 농축액 (단일산지),농축액,71.3,3.24,11970,1.268,2.35,핀란드,블루퍼플,220
감귤류(Citrus) , 유자 주스 (무가당),주스,8.3,3.15,3260,1.012,1.43,대한민국,황금,1200
베리류(Berries) , 비트베리(링곤베리) 냉동농축액 (산지혼합),냉동농축액,61.7,2.97,6990,1.24,2.64,스웨덴,버건디,25
열대과일(Tropical) , 리치 무균퓨레 (클래식),무균퓨레,9.7,4.05,15070,1.03,0.54,베트남,담황,240
기타(Other) , 무화과 무균퓨레 (단일산지),무균퓨레,21.8,4.77,7080,1.069,0.24,대한민국,다크플럼,240
열대과일(Tropical) , 두리안 퓨레 (고펄프),퓨레,11.8,4.58,14820,1.034,0.22,인도네시아,연금색,1000
감귤류(Citrus) , 베르가못 주스 (무가당),주스,7,2.5,5640,1.002,1.51,이탈리아,올리브,900
기타(Other) , 무화과 무균퓨레 (클래식),무균퓨레,22.6,5.26,17720,1.08,0.07,이란,다크플럼,250
베리류(Berries) , 유월귤(빌베리) 냉동농축액 (클래식),냉동농축액,63.1,3.1,14430,1.24,3.97,핀란드,인디고,25
열대과일(Tropical) , 파인애플 농축액 (클래식),농축액,70.5,3.32,12090,1.268,1.93,코스타리카,노랑,240
핵과류(Stone) , 체리 NFC (클래식),NFC,12.8,3.4,8960,1.027,0.42,터키,암적,200
베리류(Berries) , 블랙커런트 무균퓨레 (일반),무균퓨레,9,3.23,22180,1.028,1.38,프랑스,딥퍼플,1000
감귤류(Citrus) , 베르가못 주스 (프리미엄),주스,7,2.9,3440,1.007,1.52,이탈리아,연올리브,25
감귤류(Citrus) , 레몬 무균퓨레 (무첨가),무균퓨레,9,2.42,8520,1.024,2.53,스페인,담황,1200
인과류(Pome) , 모과 냉동농축액 (클래식),냉동농축액,68.9,3.24,6130,1.26,1.1,중국,황금,240
베리류(Berries) , 크랜베리 무균퓨레 (단일산지),무균퓨레,9,2.84,16590,1.02,3.43,캐나다,암적,20
베리류(Berries) , 유월귤(빌베리) 주스 (저펄프),주스,7,3.09,4840,1.006,1.47,핀란드,남보라,1200
열대과일(Tropical) , 망고스틴 무균퓨레 (일반),무균퓨레,13.6,3.86,15910,1.039,0.34,인도네시아,담황,25
감귤류(Citrus) , 자몽 주스 (고펄프),주스,10,3.01,5370,1.02,1.08,남아공,핑크,1400
인과류(Pome) , 모과 농축액 (저펄프),농축액,69.2,3.06,2940,1.267,2.17,중국,황금,25
베리류(Berries) , 아사이 퓨레 (저펄프),퓨레,14.1,4.17,16070,1.04,0.16,브라질,딥퍼플,1400
핵과류(Stone) , 천도복숭아 퓨레 (산지혼합),퓨레,18,3.31,9860,1.06,0.65,중국,황주황,1000
기타(Other) , 석류 무균퓨레 (무가당),무균퓨레,9.9,3.45,9330,1.026,1.86,미국,암적,25
기타(Other) , 아보카도 퓨레 (저펄프),퓨레,23.6,6.29,10130,1.08,0.05,멕시코,그린,220
베리류(Berries) , 라즈베리 농축액 (무가당),농축액,63.7,3.1,11920,1.241,1.62,칠레,진홍,200
베리류(Berries) , 아사이 NFC (클래식),NFC,16,4.38,7070,1.036,0.24,브라질,자홍,250
기타(Other) , 키위 주스 (고펄프),주스,9.6,3.13,8710,1.018,1.32,뉴질랜드,연녹,1400
기타(Other) , 아보카도 NFC (단일산지),NFC,8.5,6.1,6830,1.011,0.09,케냐,연녹,1400
핵과류(Stone) , 살구 냉동농축액 (클래식),냉동농축액,65.1,3.41,7000,1.244,2.39,스페인,주황,250
베리류(Berries) , 블랙커런트 NFC (클래식),NFC,8,2.98,16940,1.014,1.38,프랑스,자홍,20
열대과일(Tropical) , 구아바 냉동농축액 (클래식),냉동농축액,60.3,3.93,13690,1.227,1.48,태국,연분홍,20
핵과류(Stone) , 살구 무균퓨레 (프리미엄),무균퓨레,14.8,3.07,12130,1.042,0.98,이란,진주황,20
열대과일(Tropical) , 파파야 무균퓨레 (고펄프),무균퓨레,19.2,4.32,7340,1.064,0.24,브라질,살구색,1200
기타(Other) , 감 주스 (무가당),주스,12.7,5.33,11050,1.025,0.05,일본,황주황,25
열대과일(Tropical) , 리치 NFC (단일산지),NFC,12.1,4.02,8930,1.029,0.57,중국,연노랑,240
베리류(Berries) , 아사이 퓨레 (단일산지),퓨레,14.5,4.1,7150,1.047,0.24,브라질,딥퍼플,200
열대과일(Tropical) , 잭프루트 무균퓨레 (단일산지),무균퓨레,20.6,5.34,22320,1.067,0.17,태국,노랑,1000
감귤류(Citrus) , 라임 농축액 (단일산지),농축액,69.8,2.58,5510,1.268,5.18,멕시코,연녹색,200
베리류(Berries) , 라즈베리 NFC (프리미엄),NFC,8,3.25,11670,1.014,1.47,폴란드,딥레드,20
열대과일(Tropical) , 바나나 농축액 (프리미엄),농축액,64.2,4.84,5570,1.241,0.47,필리핀,아이보리,1200
기타(Other) , 키위 NFC (고펄프),NFC,8.4,3.34,8420,1.013,1.21,대한민국,연초록,25
,,,,,,,,,,
2. 작성근거,,,,,,,,,,
과일군(세로축),가공방법,당도,pH,단가,비중,산도,원산지,색상,공급중량,
산출근거: 내부 원료군 분류체계(감귤/베리/열대 등) + 제품군(주스/퓨레/농축) 정의는 Codex CXS 247-2005 및 AIJN CoP 용어에 정합,Codex CXS 247-2005(주스/농축주스/퓨레/농축퓨레 정의) + AIJN Code of Practice(업계 품질·진정성 기준 용어),ISO 2173(굴절계법 soluble solids) 결과를 관행적으로 °Bx(수크로스 환산)로 표기; 농축은 원주스 대비 Brix 상승 개념(Codex),"유리수소이온활동도 측정(유리전극 pH meter, 표준완충액 교정/온도보정); QC 기본 항목(주스/퓨레 공통)",구매 견적/계약서 기준 원/kg(또는 CIF/FOB 등 조건에 따른 포함비용 정의) + 포장단위·물류·검사비 반영 여부를 별도 관리,"비중=시료밀도/물밀도(20°C 기준); 밀도계/피크노미터 실측 또는 °Bx-밀도 환산표(수용액 기반, 참고용)로 추정","ISO 750(적정산도, potentiometric 또는 지시약법) 결과를 통상 % (citric acid eq)로 환산 표기; 품질·배합 계산 핵심",COA/원산지증명/추적성 문서(로트·국가·지역) 기반; 규제·라벨링·리스크 관리 목적,색차계 CIE Lab* 또는 흡광도/색지수로 관리(주스·퓨레 품질지표); AIJN RG에서 색 관련 파라미터를 참고하는 경우가 많음,포장 규격(드럼/IBC/백인박스 등) 및 실중량(kg) 기준; 발주·재고·배합 원가 산출의 기본 단위,
